name,birth_country
Alfonso Ponticelli and Swing Gitan,
Four80East,CA
Soundscape UK,
Jimmie Lunceford,US
Azymuth,BR
Jeff Parker,US
Earth,
The Boswell Sisters,US
Brass Construction,US
Wu-Lu,
Zara McFarlane,GB
Akalé Wubé,FR
Terje Lie,
Issac Delgado,CU
Return to Forever,US
Doctor Rockit,GB
Lisa Bassenge,DE
Dexter Wansel,US
Sicknessmp,
David Lynch,US
Russ Freeman,US
Java Jazz,
Joe Cuba Sextet,US
Susan Wong,HK
Betty Carter,US
MC Solaar,FR
Papik,
Hubert Laws,US
3-11 Porter,NO
The Charleston Chasers,US
Giovanni Mirabassi,IT
Rolando Laserie,CU
Blue Mitchell,US
Count Bass D,US
Kutiman,IL
Collective Efforts,
Tompall Glaser & The Glaser Brothers,US
Kool&Klean,
JAZZ GUITAR,
Daniel Karlsson,SE
Nicholas Cole,
,
Albita,CU
La Sonora Matancera,CU
Brian Tarquin,US
Eric Essix,US
Smoove & Turrell,GB
Richard Skelton,GB
Thelonious Monk,US
Natural Self,GB
Fèqadu Amdè-Mesqel,
J.J. Johnson,US
Stéphane Pompougnac,FR
Murcof,MX
Strange Fruit Project,US
Phazz,
Wolfgang Muthspiel,AT
Max Graef,
Julian Vaughn,
Ashley Henry,
Bob Curnow's L.A. Big Band,US
Makiko Hirabayashi,JP
Malynda Hale,
O’Donel Levy,
Fapy Lafertin Quintet,BE
Streetwize,
iZem,
Organized Konfusion,US
Lars Danielsson,SE
Jeanette Harris,US
Limbo Experience,FR
Ill Considered,
Tromboranga,
Segilola,
Melanie De Biasio,BE
Dana Lauren,
Ashford & Simpson,US
Barrio Jazz Gang,
Stetsasonic,US
Count Basic,AT
Ryan Porter,US
Dixie Dregs,US
Nels Cline,US
Brand X,GB
Doc Powell,US
The Globetroddas,
The Hot Club of San Francisco,
DR Big Band,DK
The Kondi Band,
Thes One,US
Shakti,
Alva Noto,DE
Sunny Day Service,JP
Ginger Baker’s Air Force,GB
Claude Nougaro,FR
Lin Rountree,US
Jazzanova,DE
DJ Food,GB
La Maxima 79,
Roller Trio,GB
Louie Austen,AT
Jean Carne,US
Terry Callier,US
Ne Obliviscaris,AU
Donald Fagen,US
Tito Rodríguez,PR
Alfonzo Blackwell,US
Mike Stern,US
Marcell,ID
Luke Romany,TT
Bruce Katz Band,
John Robinson,US
Elan Trotman,
Koen De Bruyne,BE
Maisha,GB
Emanon,US
Les Hommes,
Domingo Quiñones,US
EABS,
Sara Valenzuela,MX
Freedom Dub,
Vektor,US
Clap! Clap!,IT
José Alberto “El Canario”,PR
Wes Montgomery Trio,US
Julian & Roman Wasserfuhr,
Nuwamba,US
Charles Brown,US
Mario Biondi,IT
Mor ve Ötesi,TR
Muggsy Spanier,US
John Klemmer,US
Erik Truffaz,FR
Maxine Sullivan,US
Jimmy McGriff,US
Wax Poetic,US
Mo Kolours,GB
Loren Allred,US
Auliʻi Cravalho,US
Jason Weaver,US
Kristen Bell,US
Samuel E. Wright,US
Roger Bart,US
Carmen Twillie,US
Nathan Lane,US
Dan Stevens,GB
Hercules Hercules,
Richard White,US
Bruce Adler,US
Josh Gad,US
Phil Harris,US
Cheryl Freeman,
Brad Kane,US
Pat Carroll,US
Emma Watson,GB
Jeremy Irons,GB
Donna Murphy,
Adam Mitchell,CA
Julie Andrews,GB
Keith David,US
The Bellas,
Nikki Blonsky,US
Heidi Mollenhauer,US
Ilene Woods,US
Nicole Kidman,AU
Charmian Carr,US
David Tomlinson,GB
Danny DeVito,US
Paige O’Hara,US
Jim Cummings,US
Voctave,US
James Baskett,US
Mary Costa,US
Scatman Crothers,US
Lorax,
Cliff Edwards,US
Tony Jay,GB
George Givot,
Mulan,
Mandy Gonzalez,
Adriana Caselotti,US
David Ogden Stiers,US
Pocahontas,
beauty and beast,
Lion's Pride,
Roz Ryan,US
Jim Carmichael,
The Mellomen,US
Jesse Corti,
Verna Felton,US
Adam Jacobs,
The Disneyland Chorus,
Linda Hunt,
Shannon Saunders,GB
The Mouseketeers,
Bobby Driscoll,US
Disney Studio Chorus,US
Karen Dotrice,US
Christmas,US
Sterling Holloway,US
Disney Studio Chorus,US
Sleeping Beauty Chorus,
Betty Noyes,
Triton,DE
Bruce Healey,
Irwin Kostal,US
Pearl Bailey,US
Charlton Heston,US
Terrence Mann,US
Dickie Jones,US
Peggy Lee,US
Paul Kandel,US
The Jud Conlon Chorus,
Kathryn Beaumont,GB
Joe York,
The Mouse Chorus,US
Randy Crenshaw,US
Charles Kimbrough,US
Donald Novis,
Leigh Harline,US
Bill Farmer,US
Bambi,
Nancy Adams,US
Meredith McCall,US
Moses,IT
Mel Gibson,US
Terry Gilkyson,US
Beth Fowler,US
Fess Parker,US
Shelby Flint,US
Darleen Carr,US
Craig Toungate,
Bill Shirley,US
Roy Dotrice,GB
Cinderella,US
Billy Bletcher,US
Bill Thompson,US
Hayley Mills,GB
Kirk Douglas,US
Paul J. Smith,US
Phineas,
Wolfgang Amadeus Mozart,AT
The Greatest Showman Ensemble,
LaChanze,US
Terry Mann,
Richard Haydn,GB
The Mouse Chorus,US
Charlie Callas,US
Aladdin,GB
Anaïs Delva,FR
Animated,
Taylor Holmes,
Liz English,
Paul Frees,US
Richard Darbois,CA
Ernie Sabella,US
Jenifer Lewis,US
Marie Galey,FR
Gary Powell,
Plumb,US
Bernard Alane,
Mike Douglas,US
Snow White,GB
Charlélie Couture,FR
Emmylou Homs,
Paolo Domingo,FR
Sophie Delmas,
Helen Morris,
Cerise Calixte,
Emmanuel Curtil,
Feodor Atkine,
Yoni,
The Disneyland Chorus,
Pam Miller,
Léovanie Raud,
Leila Bekhti,FR
Dora Luz,
Virgil Seals,
Howard Ashman,US
Laura Williams,
MB14,
Myriam Morea,
Jake and The Never Land Pirates,
Laura Benedict,
Mélanie Cohl,BE
Tony Tribe,JM
President President,
Sekta Core,MX
8 Kalacas,US
Be Like Max,
Slapstick,US
Rude Tins,
Johnny Socko,US
La Resistencia,
LTJ,
Backyard Superheroes,
Desorden Público,VE
The Barstool Preachers,
Luke,US
The Valkyrians,FI
Maskatesta,
Upstanding Youth,
Brujería,US
Time Again,US
Imperial Leisure,
Potshot,JP
Deal's Gone Bad,US
Viernes,
The World/Inferno Friendship Society,
Los Hooligans,US
Popes of Chillitown,GB
The Agents,
Attaque 77,AR
Jazz Jamaica,GB
Los Korucos,MX
La Raíz,
Link 80,US
Rehasher,US
Biquini Cavadão,BR
Rude Boys,MX
La Banda Skalavera,
The Untouchables,US
The JB Conspiracy,GB
Café Con Tequila,
Los Skarnales,US
The King Blues,GB
La Matatena,MX
High School Football Heroes,US
The Steady 45's,
Black Cat Zoot,DE
Edna's Goldfish,US
Desmond Dekker & The Aces,JM
,
The Bodysnatchers,
La Portuaria,AR
The Impossibles,US
The Barrymores,CA
Area-7,AU
コンゴウ,JP
Laurel Aitken,JM
Maroon Town,GB
Spring Heeled Jack,US
The Pinstripes,US
I Voted for Kodos,US
Out of Control,
Slow Gherkin,US
The Gadjits,US
Matamoska!,
Sonora Skandalera,MX
Sergent Garcia,FR
Citizen Fish,GB
Triciclo Circus Band,MX
Cut Capers,GB
Ska Cubano,GB
The Royal Club,
Talco,IT
Bim Skala Bim,US
Cockney Rejects,GB
Todos Tus Muertos,AR
Dancing Mood,AR
SkaDaddyZ,US
Hub City Stompers,US
The Delegators,GB
Chencha Berrinches,
Happy Drunk Cartel,
La La,US
Skalariak,ES
King Prawn,GB
La Tremenda Korte,MX
Victims of Circumstance,US
Pocket Lent,US
Morning Glory,US
Pilfers,US
Los Victorios,MX
Survay Says!,US
La Revuelta,CO
The Debonaires,US
Skunks,US
The Flaming Tsunamis,US
Lost Acapulco,MX
Black Square,
The Bruce Lee Band,US
Falsa Cubana,AR
Lollypop Lorry,
The Kinky Coo Coo's,
Judge Dread,GB
Eastern Standard Time,US
Pama International,GB
Eat Defeat,GB
Nana Pancha,
Infinita,IT
,
No Torso,NO
Chris Murray,CA
Vudú,
Alberto Tarin,ES
Suburban Rhythm,US
Kemuri,JP
The Insyderz,US
Inspecter 7,US
Busters,FI
The Chinkees,US
The Porkers,AU
The Scofflaws,US
Soapbox Paradox,
Victor Rice,US
Let's Go Bowling,US
The Holophonics,
Justin Hinds,JM
The Strides,
En Tol Sarmiento,
Melbourne Ska Orchestra,
Sumo,AR
Oi-SKALL Mates,JP
The Dualers,GB
Dr. Ring-Ding,DE
Blue Meanies,US
Stubborn All-Stars,US
Mr. Symarip,
The Kingpins,CA
Skabidean,
Rico Rodriguez,JM
The Rudiments,US
Combo Calada,
Infamous Jake & The Pinstripe Mafia,
Starpool,US
Los Calzones,AR
Demon Waffle,
Do It With Malice,US
Something to Do,
Lost Cause,US
,
Distorsión,
La Parranda magna,
The Higsons,GB
The Infested,GB
Inspecter 7,US
Jeramiah Ferarri,GB
The Skashank Redemption,
Skaos,DE
The Fad,
Green Room Rockers,US
Maleducazione Alcolica,IT
La La,US
The Gramophone Allstars,
La Plebe,US
2 Minutos,AR
Go Jimmy Go,US
Rotterdam Ska-Jazz Foundation,NL
The Doped Up Dollies,
,
Barcelona Gipsy Klezmer Orchestra,
The Taj Motel Trio,
Aspencat,ES
The Locos,ES
The A-OKs,
Meganoidi,IT
Sessiones,
Panteón Rococó,MX
Almalafa,
Sr. Bikini,
Raztlán,MX
Death of Guitar Pop,GB
Los Kung-Fu Monkeys,CA
Buster Shuffle,GB
D-A-D,DK
King Apparatus,CA
Joey No-Knows,
The Selecter,GB
Penka Kouneva,
Fun Boy Three,GB
,
The Beatles,GB
Tornado,
P2,
Marvin Gaye,US
Estelle,GB
Rag’n’Bone Man,
Amy Winehouse,GB
Bill Withers,US
Mark Morrison,GB
Commodores,US
Sophie Meiers,US
Mura Masa,GB
verzache,
Stevie Wonder,US
The O’Jays,US
Riz La Vie,
Five Stairsteps,US
After One,DE
The Spinners,US
Michael Kiwanuka,GB
Rita Mosss,
James Brown & The Famous Flames,US
The Dip,
,
St. Paul & The Broken Bones,US
Jean Knight,US
Melvv,
EastNewSound,JP
Super Duper,
,
The Isley Brothers,US
The Jacksons,
The Gap Band,US
Diana Ross,US
War,US
Groove Theory,US
Mazde,DE
Atlas Bound,
Parliament,US
Yoste,AU
The Delfonics,US
Edwin Starr,
Curtis Mayfield,US
Vanta,
XO XO,RU
Billy Paul,US
Rosie & The Originals,US
Charles Bradley,US
Louis Futon,
The Miracles,US
Smokey Robinson,US
Black Atlass,CA
Cornelius Brothers & Sister Rose,US
Durand Jones & The Indications,US
James Brown,US
Jerry Folk,NO
Harold Melvin & The Blue Notes,US
Dobie Gray,US
Barry White,US
The Persuaders,US
Emmit Fenn,
Seinabo Sey,SE
Benji Lewis,
Rendezvous,DE
Ritual,SE
Brenton Wood,US
The Brinks,
Opia,US
Candi Staton,US
Moglii,DE
The Contours,US
TOKiMONSTA,US
Jimmy Ruffin,US
JOBA,
St. South,AU
Lee Fields & The Expressions,US
Manila Killa,
Manwolves,
Bobby Womack,US
NO1-NOAH,
Son Little,US
Allen Stone,US
The Trammps,US
Kool & The Gang,US
Mayer Hawthorne,US
Stephanie Mills,US
Beshken,
Elderbrook,GB
Betty Wright,US
Aaron Neville,US
Jelani Aryeh,
Barbara Mason,US
Mallory Merk,
Ebenezer,
Attom,
The Main Squeeze,
The Undisputed Truth,US
,
Rose Royce,US
Nick Leng,
Izzy Bizu,GB
Chrome Sparks,US
VV Brown,GB
Joy Division,GB
Darondo,US
Rufus,US
Bloodstone,US
Lawrence,DE
Bobby Hebb,US
Alex Lustig,BE
The Manhattans,US
The Chi‐Lites,US
Pete Wingfield,GB
Joey Dosik,
Blue Magic,US
Deniece Williams,US
Curtis Harding,US
Lenny Williams,US
The Temprees,US
Lil Cobaine,
Lady Wray,US
12AM,CA
Kyson,AU
McFadden & Whitehead,US
Koffee Brown,US
PU$$EIDXN,
Mapei,
The S.O.S. Band,US
The Equatics,
AMTRAC,US
Krrum,
Ike & Tina Turner,
Don Covay,US
The Fuzz,
Evelyn “Champagne” King,US
Lakeside,US
Soul II Soul,GB
Al Wilson,US
Hazey Eyes,
Vindata,
Uomo,
Liam Bailey,GB
FM,GB
Late June,
Bobby Moore & The Rhythm Aces,US
The Floaters,US
Fela Kuti,NG
K. Sparks,US
Robotaki,CA
Chase,US
Emilio Rojas,US
Neil Frances,
Erma Franklin,US
Dorothy Moore,US
Affelaye,
Gérard Rinaldi,FR
Leslie Whitely,
Rowan Atkinson,GB
Sally Dworsky,US
Jacques Balutin,FR
Olivier Cantore,
Wally Boag,US
Tawatha Agee,US
Jean Lussac,
Jerry Colonna,US
Geoff Levin,
Jo Anne Worley,US
Norma Ray,FR
Yves Laferrière,
Clémence Savelli,FR
Delta Dreams,
Andrew Applepie,DE
ShaqIsDope,
Netherfriends,US
Duñe,
XY&O,
Kai straw,
KAASI,
Aaryan Shah,
Mavis Staples,US
Helene Smith,
Tabi Bonney,
San Scout,
Jamie Lidell,GB
Ben l’Oncle Soul,FR
Young Roddy,US
Fashawn,US
Daley,GB
Meeka Kates,
Kyle Lucas,
Ark Patrol,
Trisha Branggan Labrador,PH
Tessa,ES
Savoir Adore,US
,
André Beauvois,
Josh Jacobson,
Feyde,
Menahan Street Band,US
Johnny Polygon,US
Rebecca Ferguson,GB
Khai,
Wojciech Marzec,PL
Tim Maia,BR
Magz,
Theo Katzman,
Nightly,
Beacon,US
Honey Cone,US
Brothertiger,
Vory,US
The Kid Daytona,US
Sir Michael Rocks,US
Dionne Farris,US
Syl Johnson,US
Charles Fauna,
Jimmy Hughes,
Pastor T.L. Barrett and the Youth for Christ Choir,
,
So Below,NZ
Lossapardo,
Dionne Warwick,US
JackLNDN,
Algebra Blessett,US
Chanté Moore,US
Hasani,US
Euroz,
The Code,US
TiRon & Ayomari,
Klangstof,NL
Couros,
Dwn2earth,
IHF,
Busty and the Bass,
El Chicano,US
Baby Huey & The Babysitters,US
James Supercave,US
D'African,
Me’Shell NdegéOcello,
Jaie Rose,
William Bell,US
Pella,
Evinha,
Nude,SI
Dreamers Delight,
MOTHXR,
Mable John,US
Fhin,FR
Scary Pockets,US
Kevin George,
Van Hunt,US
Brett,
Fabian Secon,
Them Two,
Ghostly Kisses,
Geographer,US
George McGregor & The Bronzettes,
Calvin Richardson,US
Sig Roy,
Maya Payne,NZ
Gill Chang,
Bettye LaVette,US
Laura Mvula,GB
Peaches & Herb,
The Echocentrics,
Teflon Sega,US
Hope,CA
Le Sinner,
Syleena Johnson,US
Joe Tex,US
OTR,
Blood Cultures,US
J-Soul,
Ka,US
Kyle Thornton & The Company,
Ralfi Pagán,
Hetty Verhoogt,
Laurel,
Bondax,GB
Favela,
Willows,
Bobby Oroza,
Frank McComb,US
Tavares,US
Celeste,FR
Matt Duncan,US
Mike & The Censations,
Willie Wright,
Tdot Illdude,
Slum Sociable,AU
Jordan Hollywood,
Prinze George,
Enchantment,US
Swamp Dogg,US
Jackie Ross,US
Geovarn,
cln,
Thomas Newman,US
Max Richter,GB
Hans Zimmer,US
Michael Giacchino,US
Klaus Badelt,DE
Dario Marianelli,IT
Dustin O’Halloran,US
Ramin Djawadi,DE
Dan Romer,
Alan Silvestri,US
John Powell,GB
Craig Armstrong,GB
Stephen Warbeck,GB
Anne Dudley,GB
Alexandre Desplat,FR
James Newton Howard,US
Christophe Beck,CA
Jack Wall,US
Ludwig Göransson,SE
Bill Conti,US
Carter Burwell,US
Mark Isham,US
Michael Kamen,US
Kyle Dixon & Michael Stein,
Patrick Doyle,GB
Nicholas Hooper,GB
Rachel Portman,GB
James Horner,US
Thomas Bergersen,NO
Mychael Danna,CA
Nicholas Britell,US
Lisa Gerrard,AU
Ennio Morricone,IT
Mark Mancina,US
Trevor Jones,ZA
David Arnold,GB
Jeremy Soule,US
Steve Jablonsky,US
Trevor Morris,CA
Lorne Balfe,GB
Bear McCreary,US
Nick Glennie‐Smith,GB
Jesper Kyd,DK
Marc Shaiman,US
Rupert Gregson‐Williams,GB
Harry Gregson‐Williams,GB
Clint Mansell,GB
Jan A.P. Kaczmarek,PL
Abel Korzeniowski,PL
Aaron Zigman,US
Jon Brion,
Danny Elfman,US
Brian Tyler,US
Tyler Bates,US
Trent Reznor,US
City of London Sinfonia,
Henry Jackman,GB
George Fenton,GB
Michael Andrews,US
Marcin Przybyłowicz,PL
Vangelis,GR
Howard Blake,GB
Jerry Goldsmith,US
Tom Tykwer,DE
Harold Faltermeyer,DE
John Barry,GB
Mark Mothersbaugh,US
John Debney,US
Inon Zur,US
Nino Rota,IT
Bernard Herrmann,US
Fernando Velázquez,ES
Daniel Pemberton,GB
Javier Navarrete,ES
Mikolai Stroinski,
Greg Edmonson,US
Gabriel Yared,FR
John Paesano,
Steven Price,GB
Joris de Man,NL
Johan Söderqvist,SE
Paolo Buonvino,IT
Luis Bacalov,AR
Alfonso G. Aguilar,ES
Geoff Zanelli,US
Benjamin Wallfisch,GB
Murray Gold,GB
Bill Elm,US
John Ottman,US
John Murphy,GB
Christopher Larkin,AU
Blake Neely,US
Sam Hulick,US
City of Prague Philharmonic Orchestra,CZ
Brad Fiedel,US
Hauschka,DE
Neil Davidge,GB
John Carpenter,
Rob Simonsen,
Mica Levi,GB
Trevor Rabin,ZA
Jeff Beal,US
Nick Arundel,
Sarah Schachner,US
Ben Salisbury,GB
Two Steps From Hell,
John Lunn,
Immediate,
Jeff Russo,US
Aytekin Ataş,TR
Rhian Sheehan,NZ
Alberto Iglesias,ES
Randy Edelman,US
Atticus Ross,GB
Nick Cave,AU
David Arnold,GB
Piero Umiliani,IT
E.S. Posthumus,US
Martin Phipps,
Pasquale Catalano,IT
David Buckley,GB
The John Barry Orchestra,GB
Theodore Shapiro,US
Basil Poledouris,US
Martin O’Donnell,US
Andrea Morricone,IT
Trent Reznor,US
Elmer Bernstein,US
Marco Beltrami,US
Christopher Lennertz,US
Clinton Emil Shorter,
Stephen Barton,
Nigel Hess,GB
Harald Kloser,AT
Maurice Jarre,FR
Kevin Kiner,US
Laurent Perez Del Mar,FR
Alexandre Azaria,FR
Heitor Pereira,BR
Antonio Pinto,BR
Frédéric Botton,FR
Atli Örvarsson,IS
Ernest Gold,US
Ryan Amon,
Ilan Eshkeri,GB
Cliff Martinez,US
Bruno Coulais,FR
Paul Haslinger,
Jed Kurzel,
Harry Escott,
Nicola Piovani,IT
Daniel Licht,US
Roque Baños,ES
Jason Graves,US
Andrea Guerra,IT
Teho Teardo,IT
Marc Streitenfeld,DE
Christopher Young,US
Armando Trovajoli,IT
West Dylan Thordson,
岩崎太整,JP
Mychael Danna,CA
Chris Tilton,US
Pino Donaggio,IT
Riz Ortolani,IT
Don Davis,US
Georges Delerue,FR
Christopher Drake,US
細野晴臣,JP
Mark McKenzie,US
MGM Studio Orchestra,US
Marvin Hamlisch,US
Rob Lane,
Hagood Hardy,CA
Deborah Lurie,
Stelvio Cipriani,IT
Michel Legrand,FR
Matti Bye,
Elliot Goldenthal,US
Mark Snow,US
Nathan Barr,
Joseph Trapanese,
Charlie Chaplin,GB
Ruth Barrett,
Armand Amar,
Goblin,IT
Andrew Lockington,CA
Shirley Walker,US
Adrian Johnston,GB
Piero Piccioni,IT
John Frizzell,US
Nelson Riddle,US
Dominic Lewis,
Sean Callery,
Hannu Honkonen,
Mattias Bärjed,SE
Alexander Courage,US
Per Störby,SE
Burkhard Dallwitz,DE
Dennis McCarthy,US
Lesley Barber,CA
Gavin Greenaway,GB
Jocelyn Pook,GB
Jean Constantin,FR
Klaus Doldinger,DE
Helmut Zerlett,DE
Éric Neveux,FR
Joel Goldsmith,US
Michael Kamm,DE
Tom Howe,GB
三好智己,JP
Joel McNeely,US
山岡晃,JP
Pedro Bromfman,
Leonard Morgan,
Frans Bak,DK
Trevor Yuile,CA
David Hirschfelder,AU
Pierre Barouh,
Michael Brook,CA
Nick Cave and Warren Ellis,
Max Steiner,US
Alex Somers,IS
Philippe Rombi,FR
Michael Price,GB
Kaada,NO
Kristian Sensini,
Brian May,GB
Richard Gibbs,US
Carlos d'Alessio,FR
Jack Lenz,
Warren Ellis,AU
Toygar Işıklı,TR
Uno Helmersson,SE
Debbie Wiseman,GB
Marcelo Zarvos,BR
Frederik Wiedmann,DE
Miklós Rózsa,HU
Robert Duncan,CA
Richard Wells,
Francesco De Masi,IT
Graeme Revell,NZ
Alfred Newman,US
Barnaby Taylor,
Samuel Sim,GB
Franz Waxman,DE
Stu Phillips,US
Fahir Atakoğlu,TR
Bruno Nicolai,IT
Edward Shearmur,GB
Jeff Danna,CA
古川毅,JP
Puccio Roelens,IT
Joel Nielsen,
Mark Korven,CA
Joseph LoDuca,US
Gianni Ferrio,IT
The Warner Bros. Studio Orchestra,
Carlo Siliotto,
Cliff Eidelman,US
Augusto Martelli,IT
Conrad Pope,US
Cory Asbury,US
Elevation Worship,
Mosaic MSC,US
Hillsong Worship,
Housefires,US
Steffany Gretzinger,US
The Belonging Co,
John Foxx,GB
Brian McBride,
Robin Guthrie,GB
Brian Eno,GB
Bethel Music,US
North Point InsideOut,
Pat Barrett,US
Vertical Worship,
Chris McClarney,
Kalley Heiligenthal,US
Cody Carnes,
United Pursuit,US
Jenn Johnson,US
Citipointe Live,
Bryan and Katie Torwalt,
Hillsong Young & Free,
Kim Walker‐Smith,
Influence Music,
Will Reagan,
UPPERROOM,
Chihei Hatakeyama,JP
Ben Lukas Boysen,
Jesus Culture,
Jason Upton,US
Capital City Music,
Amanda Lindsey Cook,CA
All Sons & Daughters,US
Gipsy Kings,FR
William Matthews,US
Brian Johnson,US
Corey Voss,
The Brilliance,
Highlands Worship,
Iron Bell Music,
Rita Springer,US
For All Seasons,US
SEU Worship,
River Valley Worship,
Kristene DiMarco,US
DJ Drez,US
Dean Evenson,US
Hillsong en Español,
Mack Brock,US
Eluvium,US
Random Rab,
Sinach,
Red Rocks Worship,
Stars of the Lid,
Yaima,
Ott,GB
Eraldo Bernocchi,IT
Rodrigo y Gabriela,MX
Jonathan David Helser,US
Josh Baldwin,US
Chris Quilala,US
N.L.,
Sylvain Chauveau,FR
Israel Houghton,US
Israel & New Breed,
David Sylvian,GB
36,GB
dedekind cut,
Laurie Anderson,US
The Dead Texan,US
The Human Experience,
Worship Central,
Gateway Worship,US
Bing & Ruth,
Benjy Wertheimer,
Govinda,
MIDIval PunditZ,IN
Vineyard Music,
Desert Dwellers,
박효신,KR
A Winged Victory for the Sullen,DE
권진아,KR
Rivers & Robots,
Geoffrey Oryema,FR
Urban Rescue,US
Penguin Cafe Orchestra,GB
Hillsong Chapel,AU
Darlene Zschech,AU
Sean Feucht,US
吉村弘,JP
MC Yogi,US
AfroCubism,
멜로망스,
清水靖晃,JP
Misty Edwards,
Orchestra Baobab,SN
This Mortal Coil,GB
Cesária Évora,CV
Shakuhachi Surprise,
Reyer,NL
김범수,KR
Prem Joshua,DE
Youssou N’Dour,SN
Chancha Vía Circuito,AR
Moondog,US
Desperation Band,
The Touré-Raichel Collective,
Paul Baloche,US
Anoushka Shankar,XW
Chinmaya Dunster,
Deya Dova,AU
Travis Cottrell,
Amadou & Mariam,ML
Rokia Traoré,ML
Covenant Worship,
Hans‐Joachim Roedelius,DE
Francis Bebey,CM
Bahramji,
Antibalas,US
Steve Roach,US
Manu Dibango,CM
Lindy Conant & The Circuit Riders,
Hillsong Global Project,
TJ Rehmi,
Dhafer Youssef,TN
SAQI,FR
Ananda Shankar,IN
Don Moen,US
Taylor Deupree,US
Elevation Youth,
Karunesh,DE
Can,DE
Afro Celt Sound System,GB
Angélique Kidjo,US
Arthur Russell,US
Sam Ock,US
Tom Rogerson,GB
WorshipMob,
Nitin Sawhney,GB
Kelly Moran,
Kaminanda,
성시경,KR
Christina Vantzou,US
Bălănescu Quartet,RO
Planetboom,KR
Bombay Dub Orchestra,
Huerco S.,
Kaya Project,
Lhasa,CA
Laurel Halo,US
EarthRise SoundSystem,
Ayub Ogada,KE
Mirabai Ceiba,US
Joepraize,
Nusrat Fateh Ali Khan,PK
Oumou Sangaré,ML
Instrumental Worship,
Windy & Carl,US
Seun Kuti,NG
Steve Hauschildt,US
The Durutti Column,GB
Kalya Scintilla,AU
Amadou & Mariam,ML
Roger Eno,GB
Christ For All Nations,
Sona Jobarteh,
Tabla Beat Science,US
Puto Português,AO
Yasmin Levy,IL
Bluetech,US
Niraj Chag,GB
Hindi Zahra,MA
DJ Cheb i Sabbah,DZ
Bonga,AO
Entheogenic,FR
Atman,PL
Femi Kuti,NG
Eccodek,
Mark Hollis,GB
,
Songhoy Blues,ML
Arno Elias,FR
Victory Worship,PH
Mayra Andrade,CV
4MEN,KR
Ladysmith Black Mambazo,
,
Maranatha! Music,
David Starfire,US
Kick Bong,FR
Victory Worship,PH
Victor Démé,BF
T.P. Orchestre Poly‐Rythmo,BJ
Habib Koité,ML
Cluster,DE
Ron Kenoly,US
Boubacar Traoré,ML
Maneesh de Moor,NL
Salif Keita,ML
Loop Guru,GB
Malik Adouane,FR
Starfield,CA
Nicos,
Brian Doerksen,CA
BridgeCity,
Heritage Singers,
Kaitlyn Aurelia Smith,US
Soul Survivor,
Laurie Spiegel,US
Brenda Fassie,ZA
Ballaké Sissoko,ML
Erik Wøllo,NO
Scott Walker,GB
سعاد ماسي,DZ
Balkan Beat Box,US
Robert Rich,US
Sons of Korah,AU
Lenny LeBlanc,US
Martin Smith,
C3 Music,
Hamza El Din,EG
Jai Uttal,US
Deise Rosa,BR
Kevin Ayers,GB
Shaman’s Dream,
Talvin Singh,GB
Jus.,
Riley Music Nation,
Del Mar,
Art Ensemble of Chicago,US
Vieux Farka Touré,ML
Malone,
Crank Yankers,US
Hal Sparks,
Danny Bhoy,
Squire,GB
W. Kamau Bell,
Velorio,
Ese,
Dan St. Paul,
Lachlan Patterson,
Michael Flanders and Donald Swann,GB
[DARYL],US
Simon King,GB
Bubba,GB
Triumph the Insult Comic Dog,
Mesa,
David Essig,CA
Francisco Araiza,MX
