,name,birth_country
3522,Eric Carmen,US
3523,Yoke Lore,
3524,Roy Orbison,US
3525,Katie Herzig,US
3526,Andrew Bird,US
3527,Alexi Murdoch,GB
3528,Quiet Arrows,
3529,Whitney,US
3530,Cat Power,US
3531,Lucy Dacus,US
3532,Cream,GB
3533,Fenne Lily,
3534,Billie Marten,GB
3535,Andrew Belle,US
3536,Rayland Baxter,US
3537,Big Thief,
3538,Rostam,US
3539,Frankie Valli,US
3540,James Vincent McMorrow,IE
3541,Steppenwolf,US
3542,Half Moon Run,CA
3543,George Ogilvie,
3544,Sharon Van Etten,US
3545,Brandon Jenner,
3546,Damien Rice,IE
3547,Supertramp,GB
3548,Benjamin Francis Leftwich,GB
3549,The Monkees,US
3550,The Milk Carton Kids,US
3551,Trampled by Turtles,US
3552,Grateful Dead,US
3553,Styx,US
3554,Fink,GB
3555,Riley Pearce,
3556,Canyon City,
3557,Alvvays,CA
3558,Lucy Rose,GB
3559,Mal Blum,
3560,Traveling Wilburys,US
3561,Rufus Wainwright,
3562,St. Vincent,US
3563,Laraaji,US
3564,Ira Wolf,
3565,The Wood Brothers,US
3566,David Gray,GB
3567,Snail Mail,US
3568,First Aid Kit,SE
3569,Ryan Montbleau,
3570,Brett Dennen,US
3571,Imogen Heap,GB
3572,Henry Green,
3573,Declan J Donovan,
3574,Joshua Hyslop,
3575,Vallis Alps,AU
3576,Beirut,US
3577,Sonny & Cher,US
3578,Jamie Lawson,GB
3579,Sarah McLachlan,CA
3580,Lowland Hum,
3581,Ciaran Lavery,
3582,Plested,
3583,Glen Hansard,IE
3584,Karen Dalton,US
3585,KT Tunstall,GB
3586,Jay Som,US
3587,Indigo Girls,US
3588,Liza Anne,
3589,The Pogues,GB
3590,Unknown Mortal Orchestra,US
3591,Tuvaband,
3592,Susie Suh,US
3593,Anderson East,US
3594,Joseph & Maia,
3595,Sheryl Crow,US
3596,Haley Heynderickx,
3597,Fionn Regan,IE
3598,Abigail Lapell,CA
3599,Rogue Wave,US
3600,Kelly McFarling,
3601,Twin Bandit,
3602,Natalie Merchant,US
3603,The Righteous Brothers,US
3604,Christopher Cross,US
3605,Dusty Springfield,GB
3606,Paula Cole,US
3607,Gabrielle Aplin,GB
3608,Meadowlark,
3609,Ana Egge,US
3610,Canned Heat,US
3611,Big Red Machine,US
3612,Burl Ives,US
3613,Free,GB
3614,Eddie Berman,
3615,Donovan,GB
3616,Leonard Cohen,CA
3617,Valerie June,US
3618,Volcano Choir,US
3619,Nick Mulvey,GB
3620,Raffi,CA
3621,The Woodlands,
3622,Jackson C. Frank,US
3623,"10,000 Maniacs",US
3624,Lykke Li,SE
3625,Brooke Annibale,
3626,Lucius,US
3627,Matt Corby,AU
3628,A Blaze of Feather,
3629,Lisa Hannigan,IE
3630,Jacob Lee,
3631,Alabama Shakes,US
3632,Fiona Apple,US
3633,The Cave Singers,US
3634,The Hunna,
3635,Richie Havens,US
3636,Chloe Foy,
3637,Scott Helman,
3638,Drugdealer,
3639,Ásgeir,
3640,Mary Glenn,
3641,Hudson Taylor,IE
3642,Milo Greene,US
3643,Perfume Genius,US
3644,Graham Nash,GB
3645,Talos,IE
3646,Japanese Breakfast,US
3647,A Fine Frenzy,US
3648,Xavier Rudd,AU
3649,Mighty Oaks,DE
3650,Jade Bird,GB
3651,Lists,
3652,The Staves,GB
3653,Amos Lee,US
3654,Pond,AU
3655,Nancy Sinatra,US
3656,Wings,GB
3657,Carpenters,US
3658,Regina Spektor,US
3659,James Morrison,GB
3660,Sibylle Baier,DE
3661,Aimee Mann,US
3662,Priscilla Ahn,US
3663,Foy Vance,GB
3664,Tommy James,US
3665,Sam Fender,GB
3666,Greg Laswell,US
3667,Tegan and Sara,CA
3668,The Moldy Peaches,US
3669,Joe Purdy,US
3670,The Middle East,AU
3671,AJJ,US
3672,Melanie,US
3673,Manchester Orchestra,US
3674,Elizabeth Mitchell,
3675,Jethro Tull,GB
3676,Operation Ivy,US
3677,Edie Brickell & New Bohemians,US
3678,Julia Jacklin,
3679,Erutan,US
3680,Schuyler Fisk,US
3681,The Yardbirds,GB
3682,Buddy Holly,US
3683,Buddy Holly,US
3684,Frankie Cosmos,US
3685,Nickel Creek,US
3686,Rhye,US
3687,Miya Folick,
3688,Allah-Las,US
3689,Saint Raymond,GB
3690,Pomplamoose,US
3691,Kate Nash,GB
3692,Cotton Jones,US
3693,Leo Sayer,GB
3694,Marisa Anderson,US
3695,Manfred Mann,GB
3696,Al Stewart,GB
3697,The Everly Brothers,US
3698,Dawn Landes,US
3699,Johnnyswim,US
3700,Andy Shauf,CA
3701,Stephen Bishop,US
3702,Mountain Man,US
3703,Bedouine,US
3704,Frou Frou,GB
3705,The Taxpayers,
3706,Cyberbully Mom Club,
3707,Joe Cocker,GB
3708,Altan,IE
3709,Bobby Vee,US
3710,Angelo De Augustine,US
3711,Coconut Records,US
3712,Blake Mills,US
3713,Martin Luke Brown,
3714,Hush Kids,
3715,Boy & Bear,AU
3716,Dessa,
3717,Aldous Harding,NZ
3718,The Box Tops,US
3719,Gary Wright,US
3720,Kishi Bashi,US
3721,Punch Brothers,US
3722,Joan Osborne,US
3723,Dan Owen,
3724,Sundara Karma,GB
3725,Tom Waits,US
3726,Lisa Mitchell,AU
3727,Jeff Lewis,US
3728,Procol Harum,GB
3729,Delta Rae,US
3730,Rilo Kiley,US
3731,Jake Houlsby,GB
3732,Courtney Barnett,AU
3733,Mudcrutch,
3734,Tennis,US
3735,Girlpool,
3736,Stu Larsen,AU
3737,Savannah Conley,US
3738,The Spencer Davis Group,GB
3739,Drew Holcomb & The Neighbors,US
3740,Bobbie Gentry,US
3741,Amen Dunes,
3742,Lenka,AU
3743,J.J. Cale,US
3744,The Harmaleighs,
3745,Anna Elizabeth Laube,US
3746,The Platters,US
3747,Kevin Morby,
3748,Adrianne Lenker,US
3749,Michael Cera,CA
3750,Luke Sital-Singh,
3751,Tedeschi Trucks Band,US
3752,Tom Speight,
3753,Dirty Projectors,US
3754,Jon Bryant,CA
3755,Handsome Ghost,
3756,RHODES,
3757,Graeme James,NZ
3758,Wardruna,NO
3759,Lissie,US
3760,Jome,
3761,Gustavo Bertoni,
3762,Adult Mom,
3763,Against Me!,US
3764,Ziggy Alberts,AU
3765,Janis Ian,US
3766,Jessica Pratt,
3767,The West Coast Pop Art Experimental Band,US
3768,Sam Airey,
3769,Eva Cassidy,US
3770,Skinny Living,
3771,Keaton Henson,GB
3772,Hanging Valleys,GB
3773,Bronze Radio Return,US
3774,Blind Faith,GB
3775,Rationale,GB
3776,Willie Watson,US
3777,Andrea von Kampen,
3778,Florist,
3779,Paolo Nutini,GB
3780,Joshua Radin,US
3781,Arlo Guthrie,US
3782,Atlanta Rhythm Section,US
3783,Del Shannon,US
3784,Mr Twin Sister,US
3785,Josh Garrels,US
3786,J. Tillman,US
3787,Chastity Belt,
3788,Laura Marling,GB
3789,Jon McLaughlin,US
3790,Ten Years After,GB
3791,Radiator Hospital,
3792,The Pierces,
3793,Bobby Vinton,US
3794,AHI,CA
3795,Ramshackle Glory,US
3796,Mindy Gledhill,
3797,Tow'rs,
3798,The Irish Rovers,CA
3799,k.d. lang,CA
3800,Told Slant,
3801,Diet Cig,
3802,Crying Day Care Choir,
3803,Nathan Ball,GB
3804,Foxwarren,
3805,Grand Funk Railroad,US
3806,The High Kings,
3807,Good Old War,US
3808,Joan Armatrading,GB
3809,The Weepies,US
3810,Menke,SE
3811,Peter Sarstedt,GB
3812,Joan Baez,US
3813,Joan Baez,US
3814,Scott McKenzie,US
3815,William Tyler,US
3816,The Wild Reeds,US
3817,Kimya Dawson,US
3818,My Brothers And I,
3819,Y La Bamba,US
3820,Bruce Cockburn,CA
3821,The Youngbloods,US
3822,Frances Cone,US
3823,Turisas,FI
3824,Man Man,US
3825,The 5th Dimension,US
3826,Bonny Doon,
3827,Ryley Walker,US
3828,ZZ Ward,
3829,Papa M,US
3830,Weyes Blood,US
3831,Baths,US
3832,Vistas,
3833,Ardian Bujupi,DE
3834,Judy Collins,US
3835,Youth Lagoon,
3836,Ane Brun,NO
3837,Covey,
3838,Leo Stannard,
3839,Lobo,US
3840,Grace Carter,
3841,Corey Harper,US
3842,Cat Clyde,CA
3843,Tori Amos,US
3844,Galaxie 500,US
3845,Sugar Candy Mountain,US
3846,Jack Vallier,
3847,Captain & Tennille,US
3848,Alela Diane,
3849,Vashti Bunyan,GB
3850,Pablo Cruise,US
3851,Erato,BE
3852,Sonny & The Sunsets,US
3853,Dr. John,US
3854,Richard Swift,US
3855,Ani DiFranco,US
3856,Findlay Brown,GB
3857,Lisa Loeb,US
3858,Lisa Loeb,US
3859,Siv Jakobsen,NO
3860,The McCoys,US
3861,Matt Maltese,
3862,Molly Burch,
3863,Badfinger,GB
3864,Dave Van Ronk,US
3865,Crywank,
3866,Billy Raffoul,
3867,Tom Rosenthal,GB
3868,Devendra Banhart,US
3869,Eric Hutchinson,US
3870,Port Cities,
3871,Laura Stevenson,US
3872,Great Lake Swimmers,
3873,Phil Ochs,US
3874,Ryan McNulty,GB
3875,Sea Wolf,US
3876,Walter Mitty and His Makeshift Orchestra,
3877,James Gillespie,GB
3878,Michael Nau,
3879,Barry McGuire,US
3880,Old Town School of Folk Music,
3881,Martha Wainwright,CA
3882,Margaret Glaspy,
3883,Ralegh Long,
3884,Them,GB
3885,The Bouncing Souls,US
3886,The Antlers,US
3887,Pete Townshend,GB
3888,Wye Oak,US
3889,Junip,SE
3890,Anya Marina,US
3891,Ady Suleiman,GB
3892,Fractures,AU
3893,Týr,FO
3894,Dave Thomas Junior,US
3895,Wilson Pickett,US
3896,Jeff Tweedy,US
3897,Ricky Nelson,US
3898,Sara Watkins,US
3899,Connan Mockasin,NZ
3900,The Seekers,AU
3901,Marianne Faithfull,GB
3902,The Dubliners,IE
3903,Leader,
3904,Mason Jennings,US
3905,Nap Eyes,CA
3906,Harley Poe,
3907,Andreas Moe,SE
3908,Petula Clark,GB
3909,Fortunate Ones,
3910,Jake Etheridge,US
3911,Hand Habits,
3912,Jamestown Revival,
3913,Amanda Palmer,US
3914,Tom Grennan,GB
3915,Alestorm,GB
3916,Woody Guthrie,US
3917,Butterfly Boucher,AU
3918,Ben Folds,
3919,Gretchen Peters,US
3920,Lesley Gore,US
3921,Danheim,DK
3922,Panda Bear,US
3923,Maria Mena,NO
3924,Rothwell,GB
3925,Heilung,DK
3926,The Troggs,GB
3927,Whitley,AU
3928,The Searchers,GB
3929,Billy Lockett,GB
3930,Frank Turner,
3931,Neil Sedaka,US
3932,Gregory and the Hawk,US
3933,Jesse Mac Cormack,CA
3934,Ben Kweller,US
3935,Rose Cousins,CA
3936,Chad & Jeremy,GB
3937,King Tuff,US
3938,Carolina Chocolate Drops,US
3939,Missy Higgins,AU
3940,Off With Their Heads,US
3941,Chip Taylor,US
3942,Daniel Johnston,US
3943,Frances,GB
3944,Larry and His Flask,US
3945,Iron Butterfly,US
3946,Dan Deacon,US
3947,Horse Feathers,US
3948,Ultimate Painting,GB
3949,Marissa Nadler,US
3950,Best Coast,US
3951,Bjéar,
3952,Prides,GB
3953,Guster,US
3954,The Lone Bellow,US
3955,Nathaniel Rateliff,US
3956,Glenn Jones,US
3957,Delta Spirit,US
3958,Waxahatchee,
3959,Olivia Chaney,GB
3960,The Del McCoury Band,US
3961,Nana Grizol,US
3962,Sigur Rós,IS
3963,Amit Trivedi,IN
3964,Patrick Watson,CA
3965,Silver Jews,US
3966,Charlie Parr,US
3967,Natural Child,US
3968,Just Nick,
3969,Kings of Convenience,
3970,The Osborne Brothers,US
3971,Phoebe Snow,US
3972,Beth Orton,
3973,Erin McCarley,US
3974,Asa,FI
3975,Piko,ES
3976,Leon Bridges,US
3977,Thin Lizzy,IE
3978,Jimi Hendrix,US
3979,Etta James,US
3980,Eric Clapton,GB
3981,Santana,US
3982,Santana,US
3983,Blue Öyster Cult,US
3984,Al Green,US
3985,Whitesnake,GB
3986,ZZ Top,US
3987,Greta Van Fleet,US
3988,Otis Redding,US
3989,Janis Joplin,US
3990,Gary Clark Jr.,US
3991,Mountain,US
3992,Mungo Jerry,GB
3993,Elvin Bishop,US
3994,Ella Fitzgerald,US
3995,Stevie Ray Vaughan,US
3996,Deep Purple,GB
3997,Bobby Day,US
3998,Nina Simone,US
3999,Nina Simone,US
4000,Ted Nugent,US
4001,Aretha Franklin,US
4002,Aretha Franklin,US
4003,The Marvelettes,US
4004,Kenny Wayne Shepherd,US
4005,Mary Wells,US
4006,Jackie Wilson,US
4007,Baaba Maal,SN
4008,The Heavy,GB
4009,Ray Charles,US
4010,Dorothy,
4011,Royal Blood,GB
4012,The Arcs,US
4013,Muddy Waters,US
4014,Muddy Waters,US
4015,Alice Cooper,US
4016,Ron Gallo,US
4017,The Jon Spencer Blues Explosion,US
4018,Billie Holiday,US
4019,Frankie Lymon,US
4020,B.B. King,US
4021,B.B. King,US
4022,Nazareth,GB
4023,Irma Thomas,US
4024,The Monotones,US
4025,John Lee Hooker,US
4026,Warren Haynes,US
4027,The Flamingos,US
4028,The Chiffons,US
4029,The Record Company,
4030,Fats Domino,US
4031,Solomon Burke,US
4032,Fontella Bass,US
4033,Eric Johnson,US
4034,The Penguins,US
4035,Phish,US
4036,Dion & The Belmonts,US
4037,Mickey & Sylvia,US
4038,Eric Burdon,GB
4039,The Marcus King Band,
4040,Little Anthony & The Imperials,US
4041,The Impressions,US
4042,Thurston Harris,US
4043,Bones Owens,
4044,The Big Bopper,US
4045,Jonny Lang,US
4046,Clarence Carter,US
4047,Galactic,US
4048,The Shirelles,US
4049,Carla Thomas,US
4050,North Mississippi Allstars,
4051,Heartless Bastards,US
4052,The Clovers,US
4053,Ann Peebles,US
4054,Billy Stewart,US
4055,Johnny Maestro,US
4056,Gene Chandler,US
4057,Robert Johnson,US
4058,Bo Diddley,US
4059,Bo Diddley,US
4060,Bo Diddley,US
4061,Widespread Panic,US
4062,Patrick Sweany,
4063,Fantastic Negrito,
4064,John Mayall & The Bluesbreakers,GB
4065,The Jeff Healey Band,CA
4066,The Georgia Satellites,US
4067,Louis Prima,US
4068,The Coasters,US
4069,Elmore James,US
4070,JD McPherson,US
4071,The Miracles,US
4072,The Miracles,US
4073,Arthur Conley,US
4074,The Gregg Allman Band,US
4075,Albert King,US
4076,Rick Derringer,US
4077,Joe Bonamassa,US
4078,The Five Satins,US
4079,The Derek Trucks Band,US
4080,Jace Everett,US
4081,Lou Rawls,US
4082,Blues Saraceno,
4083,The Marcels,US
4084,Otis Rush,US
4085,Benjamin Booker,
4086,Jeff Beck,GB
4087,Jamie N Commons,GB
4088,Big Mama Thornton,US
4089,Patti Drew,US
4090,Duane Eddy,US
4091,Vintage Trouble,US
4092,Roy Brown,US
4093,Dickey Betts,US
4094,The Black Angels,US
4095,Willie Dixon,US
4096,Lloyd Price,US
4097,Koko Taylor,US
4098,Little Eva,US
4099,Jack Broadbent,GB
4100,The Elgins,US
4101,Robin Trower,GB
4102,Hannah Wicklund & The Steppin Stones,
4103,Little Walter,US
4104,Barbara Lewis,US
4105,John Mayer Trio,US
4106,Hollis Brown,
4107,The Fleetwoods,US
4108,Hanni El Khatib,US
4109,The Diamonds,CA
4110,Dinah Washington,US
4111,Betty Everett,US
4112,The California Honeydrops,US
4113,Susan Tedeschi,US
4114,Freddie King,US
4115,Johnny Winter,US
4116,Johnny Winter,US
4117,Fenton Robinson,US
4118,Albert Collins,US
4119,The Fabulous Thunderbirds,US
4120,The Temperance Movement,GB
4121,Barbara Lynn,US
4122,Brother Dege,US
4123,UFO,GB
4124,Big Maybelle,US
4125,The Silhouettes,US
4126,Gary Moore,GB
4127,JJ Grey & Mofro,US
4128,Mel Waiters,
4129,Mel Waiters,
4130,Savoy Brown,GB
4131,Radio Moscow,US
4132,Sir Charles Jones,US
4133,The Picturebooks,DE
4134,Shirley Brown,US
4135,Status Quo,GB
4136,Junior Wells,US
4137,Montrose,US
4138,All Them Witches,US
4139,Marvin Sease,US
4140,Krokus,CH
4141,Larkin Poe,
4142,The Dells,US
4143,Wynonie Harris,US
4144,The Skyliners,US
4145,Hound Dog Taylor,US
4146,The Sonics,US
4147,Cedric Burnside,US
4148,The Moonglows,US
4149,The Chantels,US
4150,Merl Saunders,US
4151,Ben Miller Band,US
4152,The Intruders,US
4153,Theodis Ealey,US
4154,Warren Smith,US
4155,Blind Willie Johnson,US
4156,The King Khan & BBQ Show,CA
4157,Allen Toussaint,US
4158,Larry Davis,US
4159,Mike Bloomfield,US
4160,The Parlor Mob,US
4161,Doyle Bramhall II,US
4162,The Originals,US
4163,Robert Plant,GB
4164,Robert Randolph & The Family Band,US
4165,Robert Cray,US
4166,Tommy Edwards,US
4167,The Seeds,US
4168,Earl Hooker,US
4169,R.L. Burnside,US
4170,Bettye Swann,US
4171,Beth Hart,US
4172,Big Joe Turner,US
4173,Lead Belly,US
4174,The Harptones,US
4175,Rare Earth,US
4176,Big Jay McNeely,US
4177,The Cold Stares,US
4178,Black Joe Lewis & The Honeybears,US
4179,Luther Allison,US
4180,The Sheepdogs,CA
4181,Junior Kimbrough,
4182,7Horse,US
4183,Dave Edmunds,GB
4184,Son Seals,US
4185,The Capris,
4186,Tony Joe White,US
4187,Lee Dorsey,US
4188,Anders Osborne,
4189,Jimmie Vaughan,US
4190,Shirley & Lee,US
4191,Pat Travers,CA
4192,Small Faces,GB
4193,Cab Calloway,US
4194,Delbert McClinton,US
4195,Jimmy Dawkins,US
4196,Parker Millsap,
4197,Black Lips,US
4198,Slade,GB
4199,Tab Benoit,US
4200,New York Dolls,US
4201,Jorma Kaukonen,US
4202,Jeff Floyd,
4203,Ronnie Bell,
4204,Eric Lindell,US
4205,Chuck Willis,US
4206,Son House,US
4207,Bob Weir,US
4208,The Shouting Matches,US
4209,Wilbert Harrison,US
4210,Sonny Landreth,US
4211,Z.Z. Hill,US
4212,Richard Hell,US
4213,Snooks Eaglin,US
4214,John Mayall,GB
4215,Skip James,US
4216,Rory Gallagher,IE
4217,Garnet Mimms & The Enchanters,US
4218,Dee Dee Sharp,US
4219,Jimmy Smith,US
4220,Brenda Holloway,US
4221,Ivory Joe Hunter,US
4222,Southern Avenue,US
4223,Uriah Heep,GB
4224,Peter Green,GB
4225,The Elegants,US
4226,Johnnie Taylor,US
4227,Joe Simon,US
4228,Mike Zito,US
4229,C.W. Stoneking,AU
4230,The Blackwater Fever,AU
4231,Brook Benton,US
4232,Jesper Munk,DE
4233,The Cadillacs,US
4234,Lafayette Leake,US
4235,Seasick Steve,US
4236,The Mooney Suzuki,US
4237,Walter Trout,US
4238,The Neville Brothers,US
4239,The Dubs,
4240,The Greenhornes,US
4241,Carl Sims,
4242,The Love Doctor,
4243,Magic Sam,US
4244,The Vaughan Brothers,
4245,Lebrado,
4246,Bessie Smith,US
4247,David Brinston,
4248,Sean Costello,US
4249,Jimmy Reed,US
4250,John Fogerty,US
4251,The Bones of J.R. Jones,
4252,Paul Rodgers,
4253,The Steepwater Band,US
4254,The Delta Saints,
4255,Cactus,US
4256,Alvin Lee,GB
4257,Wynona Carr,US
4258,Deap Vally,US
4259,Otis Taylor,US
4260,Lonnie Mack,US
4261,Jeff Healey,CA
4262,Kirk Fletcher,US
4263,Hank Ballard,US
4264,Archie Bell & The Drells,US
4265,Denise LaSalle,US
4266,Vick Allen,US
4267,Chris Robinson Brotherhood,US
4268,Carlos Santana,US
4269,Link Wray,US
4270,The Spaniels,US
4271,Bryce Janey,US
4272,Joanne Shaw Taylor,GB
4273,Eric Gales,US
4274,Linda Jones,US
4275,Cannonball Adderley,US
4276,Alysha Brilla,
4277,Latimore,US
4278,Tommy Castro,US
4279,Blind Willie McTell,US
4280,Ted Hawkins,US
4281,The Robins,US
4282,Johnny Ace,US
4283,Odetta,US
4284,Tyrone Davis,US
4285,MC5,US
4286,Professor Longhair,US
4287,Grinderman,GB
4288,Brant Bjork,US
4289,Albert Cummings,US
4290,Tiny Bradshaw,US
4291,The Cleftones,
4292,Big Joe Williams,
4293,Nick Gravenites,US
4294,Five Horse Johnson,US
4295,Wire,GB
4296,Lincoln Durham,
4297,White Denim,US
4298,Aynsley Lister,GB
4299,Otis Spann,US
4300,The Jive Five,US
4301,Bobby Freeman,US
4302,Billy Soul Bonds,
4303,Bo Carter,US
4304,Roy Buchanan,US
4305,The Go,US
4306,Blue Cheer,US
4307,Curtis Salgado,
4308,Bigg Robb,
4309,Quicksilver Messenger Service,US
4310,Methrone,
4311,Muddy Magnolias,
4312,Jimmy Page,GB
4313,Big Bub,
4314,Bernard Allison,US
4315,Buffalo Killers,US
4316,Rufus Thomas,US
4317,Shemekia Copeland,US
4318,T Bird and the Breaks,US
4319,Chris Rea,GB
4320,Dead Moon,US
4321,Mississippi Fred McDowell,US
4322,Tony Spinner,US
4323,John Fahey,US
4324,Dead Meadow,US
4325,Mississippi John Hurt,US
4326,Alan Price,GB
4327,John Boutté,US
4328,Johnny Thunders,US
4329,Jerry Butler,US
4330,Elizabeth Cotten,US
4331,Samantha Fish,US
4332,The Tymes,US
4333,Carl Marshall,US
4334,Omar Cunningham,
4335,Willie Clayton,US
4336,The Crests,US
4337,Jay Reatard,US
4338,The Action,GB
4339,Henrik Freischlader,DE
4340,Charley Patton,US
4341,The Bobbettes,US
4342,Vanilla Fudge,US
4343,Ruth Brown,US
4344,Ronnie Hawkins,CA
4345,Danielle Nicole,US
4346,The Yawpers,
4347,J. Blackfoot,US
4348,LaVern Baker,US
4349,Wilson Meadows,
4350,The Subdudes,US
4351,Todd Rhodes,US
4352,Sister Rosetta Tharpe,US
4353,Buddy Knox,US
4354,Nappy Brown,US
4355,Black Mountain,CA
4356,Chuck Jackson,US
4357,Night Beats,US
4358,Jesse Roper,CA
4359,Hot Tuna,US
4360,Scott H. Biram,US
4361,The Paul Butterfield Blues Band,US
4362,Tinariwen,ML
4363,The Robert Cray Band,US
4364,The Heavy Eyes,US
4365,David T. Walker,US
4366,Big Bill Broonzy,US
4367,Ella Mae Morse,US
4368,The Nutmegs,US
4369,Graveyard,SE
4370,Floyd Taylor,
4371,Johnny Preston,US
4372,The Spits,
4373,The Devil and the Almighty Blues,
4374,Snowy White,GB
4375,King Curtis,US
4376,Slim Harpo,US
4377,Al Kooper,US
4378,Ali Farka Touré,ML
4379,James Booker,US
4380,Tinsley Ellis,US
4381,Robben Ford,US
4382,Junior Parker,US
4383,Esther Phillips,US
4384,Spirit,US
4385,Joe Liggins,US
4386,Tommy McClennan,US
4387,J.B. Lenoir,US
4388,Fatoumata Diawara,ML
4389,Lowell Fulson,US
4390,The Swallows,US
4391,Pete Molinari,GB
4392,Ronnie Earl,US
4393,The Earls,US
4394,Blind Boy Fuller,US
4395,Lonnie Johnson,US
4396,Champion Jack Dupree,DE
4397,Keith Richards,GB
4398,Spanish Gold,US
4399,Freddy Cannon,US
4400,The Almighty Defenders,
4401,Leslie West,US
4402,Chris Duarte,US
4403,Ronnie Lovejoy,
4404,The Hollywood Flames,US
4405,The Gun Club,US
4406,Argent,GB
4407,Scrapper Blackwell,US
4408,Willie Mabon,FR
4409,Anthony Gomes,CA
4410,Ray Bonneville,CA
4411,Sue Foley,CA
4412,The Magpie Salute,US
4413,John Scofield,US
4414,Coco Montoya,US
4415,Buffalo Fuzz,
4416,Billy Hector,US
4417,The Monks,US
4418,The James Hunter Six,GB
4419,Eric Bibb,
4420,Duffy Power,GB
4421,The Dovells,US
4422,Gary Hoey,US
4423,Willie Mitchell,US
4424,Shannon Curfman,US
4425,Ma Rainey,US
4426,Left Lane Cruiser,US
4427,Peggy Scott-Adams,US
4428,Bombino,NE
4429,Supersuckers,US
4430,Doyle Bramhall,US
4431,Floyd Miles,US
4432,The Detroit Cobras,US
4433,Maxine Brown,US
4434,1000mods,GR
4435,The Belmonts,US
4436,Kelly Joe Phelps,US
4437,Supersonic Blues Machine,
4438,Larry Williams,US
4439,Jørgen Sandvik,
4440,The Falcons,US
4441,Charlie Musselwhite,US
4442,LaMorris Williams,
4443,Ash Grunwald,AU
4444,Julian Sas,NL
4445,Hasil Adkins,US
4446,Chick Webb,US
4447,Hank Crawford,US
4448,James Carr,US
4449,Little Milton,US
4450,Dee Dee Bridgewater,US
4451,Philip Sayce,CA
4452,Calvin Boze,US
4453,Blind Lemon Jefferson,US
4454,The Nerves,
4455,Joe Louis Walker,US
4456,The Atomic Bitchwax,US
4457,The Groundhogs,GB
4458,The Gories,US
4459,Alvin Youngblood Hart,US
4460,The Deadly Snakes,CA
4461,Louis Jordan,US
4462,Mark Selby,US
4463,Nobunny,US
4464,Amos Milburn,US
4465,Johnny Temple,US
4466,Jimmy Rogers,US
4467,Cary Morin,
4468,Delaney & Bonnie,US
4469,Jaye Hammer,
4470,Ms. Jody,US
4471,Medicine Head,GB
4472,Wishbone Ash,GB
4473,Sonny Rhodes,US
4474,Deborah Coleman,US
4475,The Pretty Things,GB
4476,Ruthie Foster,US
4477,Memphis Minnie,US
4478,The Sideshow Tragedy,
4479,The Duprees,US
4480,Robert Petway,US
4481,Michael Burks,US
4482,The Fiestas,US
4483,Roy Hamilton,US
4484,Sylvester Weaver,US
4485,Michael Cooper,
4486,The Dirtbombs,US
4487,Varetta Dillard,US
4488,Damon Fowler,US
4489,Sidiki Diabaté,ML
4490,Mamie Smith,US
4491,Guitar Shorty,US
4492,Lucky Peterson,US
4493,Billy Boy Arnold,US
4494,Oli Brown,GB
4495,Black Country Communion,US
4496,The Feelies,US
4497,Eddie Floyd,US
4498,Clyde McPhatter,US
4499,O. B. Buchana,
4500,Moreland & Arbuckle,US
4501,Matt Andersen,CA
4502,Watermelon Slim,US
4503,Reigning Sound,US
4504,The Muggs,US
4505,Chicken Shack,GB
4506,The Flying Eyes,US
4507,Furry Lewis,US
4508,Greenleaf,SE
4509,Tommy Johnson,US
4510,Indigenous,US
4511,Little Willie John,US
4512,Delta Moon,US
4513,Johnny Copeland,US
4514,Owen Campbell,AU
4515,Curley Weaver,US
4516,Otis Clay,US
4517,Janiva Magness,US
4518,Papa Charlie Jackson,US
4519,Bukka White,US
4520,Fiona Boyes,AU
4521,Hamish Anderson,
4522,Gino Washington,US
4523,Carolyn Wonderland,US
4524,Dani Wilde,GB
4525,Layla Zoe,CA
4526,Pee Wee Crayton,US
4527,Georgie Fame & The Blue Flames,GB
4528,Arzachel,GB
4529,Curtis Lee,US
4530,Zuzu Bollin,US
4531,Popa Chubby,US
4532,Jimmy Thackery,US
4533,Seth Walker,US
4534,The Orlons,US
4535,Earl King,US
4536,Colin James,CA
4537,Dave Meniketti,US
4538,The Five Keys,US
4539,The Turbans,US
4540,Adam Gussow,US
4541,King Solomon Hill,US
4542,Leaf Hound,GB
4543,Joey Gilmore,US
4544,Juzzie Smith,AU
4545,Chris Kenner,US
4546,Ina Forsman,FI
4547,Tampa Red,US
4548,Donnie Ray,
4549,Doctor Ross,US
4550,Joseph Huber,US
4551,Jesse Belvin,US
4552,Melvin Taylor,
4553,Memphis Slim,US
4554,Beans & Fatback,NL
4555,Linsey Alexander,US
4556,Blackfoot Gypsies,
4557,Blindside Blues Band,
4558,Dave Davies,GB
4559,Jo Jo Gunne,US
4560,Captain Beyond,US
4561,Abner Jay,US
4562,Jim Capaldi,GB
4563,Mdou Moctar,
4564,The Orioles,US
4565,Snooky Pryor,US
4566,Mr. Airplane Man,US
4567,Washington Phillips,US
4568,Juicy Lucy,GB
4569,Frank Stokes,US
4570,The Wanton Bishops,LB
4571,Jackie Neal,US
4572,Buster Brown,US
4573,William Clarke,US
4574,Carey Bell,US
4575,Mance Lipscomb,US
4576,Eddie Taylor,US
4577,Eddie Taylor,US
4578,Lou Ann Barton,US
4579,W.C. Clark,US
4580,Geeshie Wiley,US
4581,Mighty Joe Young,US
4582,Dan Sartain,US
